8.7166 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
10.1153 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

10.1156 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff198b7ebb0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff198b7eb50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff198b7e970>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff1bb3d2130>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.1197 	EXP 	window1: mouseVisible = True
10.1197 	EXP 	window1: backgroundImage = ''
10.1197 	EXP 	window1: backgroundFit = 'none'
10.1213 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.1213 	EXP 	window1: recordFrameIntervals = False
10.1986 	EXP 	window1: recordFrameIntervals = True
11.0318 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.0329 	EXP 	window1: mouseVisible = False
13.4939 	EXP 	experiment: status = STARTED
13.4980 	EXP 	window1: mouseVisible = True
